?cls	?pred	?val	?synType
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000034>	<http://www.w3.org/2000/01/rdf-schema#label>	"safety relief process"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000031>	<http://www.w3.org/2000/01/rdf-schema#label>	"pressure transmission function"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000060>	<http://www.w3.org/2000/01/rdf-schema#label>	"rotational speed"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000054>	<http://www.w3.org/2000/01/rdf-schema#label>	"flow rate"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000043>	<http://www.w3.org/2000/01/rdf-schema#label>	"depleted fluid"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000035>	<http://www.w3.org/2000/01/rdf-schema#label>	"signal transmission process"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000026>	<http://www.w3.org/2000/01/rdf-schema#label>	"flow control function"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000047>	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature measurement result"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000058>	<http://www.w3.org/2000/01/rdf-schema#label>	"electrical power"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000051>	<http://www.w3.org/2000/01/rdf-schema#label>	"composition measurement result"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000041>	<http://www.w3.org/2000/01/rdf-schema#label>	"absorbent phase"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000033>	<http://www.w3.org/2000/01/rdf-schema#label>	"process-controlled flow process"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000056>	<http://www.w3.org/2000/01/rdf-schema#label>	"composition"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000045>	<http://www.w3.org/2000/01/rdf-schema#label>	"control signal"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000042>	<http://www.w3.org/2000/01/rdf-schema#label>	"rich absorbent"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000013>	<http://www.w3.org/2000/01/rdf-schema#label>	"absorção de gás"@pt-br	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000013>	<http://www.w3.org/2000/01/rdf-schema#label>	"gas absorption"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000075>	<http://www.w3.org/2000/01/rdf-schema#label>	"gas absorber"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000069>	<http://www.w3.org/2000/01/rdf-schema#label>	"gas absorption function"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000073>	<http://www.w3.org/2000/01/rdf-schema#label>	"compressor"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000067>	<http://www.w3.org/2000/01/rdf-schema#label>	"compression function"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000012>	<http://www.w3.org/2000/01/rdf-schema#label>	"aumento de pressão de gás"@pt-br	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000012>	<http://www.w3.org/2000/01/rdf-schema#label>	"gas pressure increase"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000066>	<http://www.w3.org/2000/01/rdf-schema#label>	"pumping function"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000072>	<http://www.w3.org/2000/01/rdf-schema#label>	"pump"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000011>	<http://www.w3.org/2000/01/rdf-schema#label>	"aumento de pressão de líquido"@pt-br	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000011>	<http://www.w3.org/2000/01/rdf-schema#label>	"liquid pressure increase"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000076>	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature sensor"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000070>	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature sensing function"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000018>	<http://www.w3.org/2000/01/rdf-schema#label>	"dispositivo de transferência de massa"@pt-br	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000018>	<http://www.w3.org/2000/01/rdf-schema#label>	"mass-transfer device"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000007>	<http://www.w3.org/2000/01/rdf-schema#label>	"chemical reaction"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000007>	<http://www.w3.org/2000/01/rdf-schema#label>	"reação química"@pt-br	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000024>	<http://www.w3.org/2000/01/rdf-schema#label>	"measurement instrument"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000024>	<http://www.w3.org/2000/01/rdf-schema#label>	"instrumento de medição"@pt-br	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000016>	<http://www.w3.org/2000/01/rdf-schema#label>	"momentum-transfer device"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000016>	<http://www.w3.org/2000/01/rdf-schema#label>	"dispositivo de transferência de quantidade de movimento"@pt-br	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000005>	<http://www.w3.org/2000/01/rdf-schema#label>	"transferência de massa"@pt-br	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000005>	<http://www.w3.org/2000/01/rdf-schema#label>	"mass transfer"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000010>	<http://www.w3.org/2000/01/rdf-schema#label>	"controle de fluxo"@pt-br	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000010>	<http://www.w3.org/2000/01/rdf-schema#label>	"flow control"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000022>	<http://www.w3.org/2000/01/rdf-schema#label>	"dispositivo de contenção"@pt-br	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000022>	<http://www.w3.org/2000/01/rdf-schema#label>	"containment device"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000017>	<http://www.w3.org/2000/01/rdf-schema#label>	"heat-transfer device"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000017>	<http://www.w3.org/2000/01/rdf-schema#label>	"dispositivo de transferência de calor"@pt-br	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000006>	<http://www.w3.org/2000/01/rdf-schema#label>	"separação mecânica"@pt-br	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000006>	<http://www.w3.org/2000/01/rdf-schema#label>	"mechanical separation"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000021>	<http://www.w3.org/2000/01/rdf-schema#label>	"dispositivo de mudança de fase"@pt-br	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000021>	<http://www.w3.org/2000/01/rdf-schema#label>	"phase-change device"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000015>	<http://www.w3.org/2000/01/rdf-schema#label>	"loss of containment"@en	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000015>	<http://www.w3.org/2000/01/rdf-schema#label>	"perda de contenção"@pt-br	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000004>	<http://www.w3.org/2000/01/rdf-schema#label>	"transferência de calor"@pt-br	
<https://www.inf.ufrgs.br/ontologies/copi/COPI_0000004>	<http://www.w3.org/2000/01/rdf-schema#label>	"heat transfer"@en	
